country,year,suicides_no,population,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
Poland,2005,6045,36371365,Developed,75.0,144.0,2.0,9.5,79.41502672,98.0,13.0,55.5,3.0,99.0,6.2,99.0,0.1,821.251569,2.3,2.5,0.797,14.8
Poland,2006,5805,36348232,Developed,75.2,144.0,2.0,10.4,9.1455559,98.0,120.0,56.0,3.0,99.0,6.17,99.0,0.1,94.7726,2.3,2.4,0.803,15.0
Poland,2007,5284,36310843,Developed,75.3,144.0,2.0,10.9,14.3042452,98.0,40.0,56.6,3.0,99.0,6.28,99.0,0.1,1126.31852,2.2,2.4,0.808,15.0
Poland,2008,5682,36262711,Developed,75.5,14.0,2.0,11.4,15.71474837,98.0,0.0,57.2,3.0,96.0,6.88,99.0,0.1,141.44688,2.2,2.3,0.813,15.0
Poland,2009,6477,36223402,Developed,75.7,136.0,2.0,10.7,1299.159757,98.0,115.0,57.8,3.0,96.0,7.12,99.0,0.1,11527.59323,2.1,2.3,0.818,15.1
Poland,2010,6357,36027791,Developed,76.3,13.0,2.0,10.59,220.4916851,98.0,13.0,58.4,2.0,96.0,6.88,99.0,0.1,12599.52486,2.1,2.2,0.822,15.1
Poland,2011,6113,36008237,Developed,76.7,128.0,2.0,10.93,250.0773782,98.0,0.0,59.1,2.0,96.0,6.7,99.0,0.1,13893.18768,2.0,2.2,0.829,15.4
Poland,2012,6368,36013446,Developed,76.8,125.0,2.0,10.81,230.040097,97.0,71.0,59.7,2.0,95.0,6.62,99.0,0.1,13145.1484,2.0,2.1,0.834,15.3
Poland,2013,6218,36023694,Developed,77.1,12.0,2.0,11.63,23.43533487,96.0,84.0,6.4,2.0,95.0,6.4,99.0,0.1,1378.54911,2.0,2.1,0.838,15.4
Poland,2014,5934,36059630,Developed,77.3,12.0,2.0,10.71,243.808475,96.0,0.0,61.1,2.0,94.0,6.35,98.0,0.1,14341.675,1.9,2.1,0.85,16.4
Poland,2015,5420,36086575,Developed,77.5,117.0,2.0,,0.0,96.0,0.0,61.7,2.0,92.0,,98.0,0.1,12565.9876,1.9,2.0,0.852,16.4
Portugal,2007,1020,10005713,Developed,78.7,94.0,0.0,12.57,333.3569124,97.0,0.0,55.7,0.0,96.0,9.62,97.0,0.1,2278.5845,0.7,0.5,0.797,15.4
Portugal,2008,1038,10030640,Developed,79.0,92.0,0.0,12.35,3652.869332,97.0,1.0,56.5,0.0,97.0,9.9,97.0,0.1,24815.6884,0.7,0.5,0.804,15.8
Portugal,2009,1025,10049918,Developed,79.3,9.0,0.0,12.03,337.1023516,96.0,3.0,57.3,0.0,96.0,1.42,96.0,0.1,2363.97161,0.7,0.5,0.809,16.0
Portugal,2010,1099,10066628,Developed,79.6,88.0,0.0,12.25,3119.349824,97.0,5.0,58.1,0.0,97.0,1.44,98.0,0.1,22538.6548,0.7,0.5,0.812,16.0
Portugal,2011,1017,10062815,Developed,82.0,85.0,0.0,11.92,3108.288623,97.0,2.0,58.8,0.0,97.0,1.7,97.0,0.1,23196.18375,0.7,0.5,0.818,16.2
Portugal,2012,1076,10029396,Developed,83.0,81.0,0.0,11.96,331.457035,98.0,23.0,59.5,0.0,98.0,9.74,98.0,0.1,2577.4264,0.7,0.5,0.824,16.3
Portugal,2013,1052,9985074,Developed,86.0,79.0,0.0,10.0,2698.01817,98.0,1.0,6.2,0.0,98.0,9.55,98.0,0.1,21618.73534,0.7,0.5,0.827,16.3
Portugal,2014,1222,9944433,Developed,89.0,78.0,0.0,9.88,271.2545531,98.0,0.0,6.9,0.0,98.0,9.5,98.0,0.1,2277.53613,0.7,0.5,0.837,16.8
Qatar,2005,17,796618,Developing,76.6,84.0,0.0,1.18,4582.476081,97.0,74.0,65.1,0.0,98.0,3.1,97.0,0.1,51488.49529,4.8,4.5,0.83,13.7
Qatar,2006,29,940090,Developing,76.6,83.0,0.0,1.28,448.5952989,96.0,144.0,65.0,0.0,95.0,2.58,96.0,0.1,6256.55926,4.9,4.5,0.835,13.7
Qatar,2007,41,1115479,Developing,76.7,83.0,0.0,1.24,44.18506273,94.0,361.0,65.1,0.0,97.0,2.31,94.0,0.1,675.61258,4.9,4.5,0.83,12.6
Qatar,2008,33,1310465,Developing,76.8,82.0,0.0,1.37,5484.143308,97.0,0.0,65.2,0.0,98.0,1.87,97.0,0.1,82967.37228,5.0,4.5,0.825,11.7
Qatar,2009,44,1506649,Developing,77.0,79.0,0.0,1.11,3688.694288,99.0,112.0,65.6,0.0,98.0,2.63,99.0,0.1,61478.23813,5.0,4.6,0.828,11.8
Qatar,2010,47,1689592,Developing,77.3,76.0,0.0,1.16,37.76848819,97.0,295.0,66.0,0.0,98.0,2.9,97.0,0.1,736.22784,5.0,4.6,0.825,12.0
Qatar,2011,50,1854081,Developing,77.5,74.0,0.0,1.16,4409.17067,93.0,101.0,66.5,0.0,92.0,1.93,93.0,0.1,85948.746,5.1,4.6,0.827,12.4
Qatar,2012,43,2003149,Developing,77.8,72.0,0.0,1.13,5163.32918,93.0,160.0,67.0,0.0,93.0,2.16,92.0,0.1,88564.82298,5.1,4.7,0.837,13.4
Qatar,2013,37,2135349,Developing,77.9,7.0,0.0,1.2,515.0734795,97.0,73.0,67.7,0.0,99.0,2.15,97.0,0.1,8834.87958,5.1,4.7,0.843,13.4
Qatar,2014,55,2251682,Developing,78.1,69.0,0.0,1.15,5063.513104,89.0,46.0,68.4,0.0,99.0,2.19,89.0,0.1,86852.7119,5.2,4.8,0.854,13.4
Qatar,2015,66,2354147,Developing,78.2,68.0,0.0,,0.0,99.0,18.0,69.3,0.0,99.0,,99.0,0.1,66346.52267,5.2,4.9,0.855,13.4
Republic of Korea,2005,12011,46151884,Developing,78.7,84.0,2.0,9.03,0.0,99.0,7.0,27.2,3.0,96.0,5.33,96.0,0.1,,1.6,1.0,,
Republic of Korea,2006,10653,46513964,Developing,79.4,79.0,2.0,8.83,0.0,99.0,28.0,27.7,2.0,98.0,5.76,98.0,0.1,,1.5,1.0,,
Republic of Korea,2007,12174,46814207,Developing,79.8,77.0,2.0,9.05,0.0,91.0,194.0,28.2,2.0,91.0,5.99,91.0,0.1,,1.5,1.0,,
Republic of Korea,2008,12858,47101747,Developing,83.0,75.0,2.0,9.31,0.0,94.0,2.0,28.6,2.0,92.0,6.16,94.0,0.1,,1.5,1.0,,
Republic of Korea,2009,15402,47380017,Developing,86.0,75.0,2.0,8.97,0.0,94.0,17.0,29.1,2.0,95.0,6.66,94.0,0.1,,1.5,1.0,,
Republic of Korea,2010,15558,47598615,Developing,87.0,74.0,2.0,9.23,0.0,94.0,114.0,29.5,2.0,95.0,6.79,94.0,0.1,,1.5,1.0,,
Republic of Korea,2011,15906,47798017,Developing,81.1,72.0,2.0,9.34,0.0,99.0,42.0,3.0,2.0,98.0,6.83,99.0,0.1,,1.5,1.0,,
Republic of Korea,2012,14159,48020985,Developing,81.2,69.0,1.0,9.56,0.0,99.0,2.0,3.4,2.0,99.0,7.1,99.0,0.1,,1.5,1.0,,
Republic of Korea,2013,14426,48248224,Developing,81.7,68.0,1.0,9.33,0.0,99.0,107.0,3.8,2.0,99.0,7.2,99.0,0.1,,1.5,1.0,,
Republic of Korea,2014,13834,48465917,Developing,82.0,66.0,1.0,0.01,0.0,99.0,442.0,31.2,2.0,99.0,7.37,99.0,0.1,,1.5,1.0,,
Republic of Korea,2015,13510,48671752,Developing,82.3,64.0,1.0,,0.0,98.0,7.0,31.7,2.0,98.0,,98.0,0.1,,1.5,1.0,,
Romania,2005,2603,20569960,Developed,71.9,162.0,3.0,7.68,615.4030781,98.0,5043.0,53.9,4.0,97.0,5.47,97.0,0.1,4676.315183,3.3,3.8,0.745,13.4
Romania,2006,2721,20526561,Developed,72.5,157.0,3.0,8.51,665.6427546,99.0,3196.0,54.4,4.0,97.0,5.6,97.0,0.1,5828.745662,3.2,3.7,0.755,13.7
Romania,2007,2430,20475026,Developed,72.9,154.0,3.0,10.6,919.1673438,99.0,353.0,55.0,3.0,96.0,5.21,96.0,0.1,8214.185378,3.2,3.6,0.766,14.1
Romania,2008,2472,20433803,Developed,73.1,159.0,2.0,11.9,128.0805702,97.0,12.0,55.6,3.0,95.0,5.33,96.0,0.1,1136.47356,3.1,3.5,0.78,14.7
Romania,2009,2586,20390882,Developed,73.1,158.0,2.0,10.4,14.96373588,95.0,8.0,56.3,3.0,95.0,5.56,95.0,0.1,822.18329,3.0,3.3,0.795,15.4
Romania,2010,2766,20348649,Developed,73.4,153.0,2.0,9.0,983.2518091,98.0,193.0,56.9,2.0,94.0,5.83,94.0,0.1,8297.483621,3.0,3.2,0.797,15.8
Romania,2011,2536,20291701,Developed,74.3,139.0,2.0,9.1,10.32588862,96.0,4189.0,57.7,2.0,89.0,5.53,89.0,0.1,92.277825,2.9,3.1,0.798,15.7
Romania,2012,2495,19041594,Developed,74.4,138.0,2.0,9.58,1078.358105,96.0,7450.0,58.4,2.0,92.0,5.48,91.0,0.1,8558.39766,2.8,3.0,0.797,15.3
Romania,2013,2407,19003345,Developed,74.6,138.0,2.0,9.59,1230.748231,96.0,1159.0,59.2,2.0,88.0,5.6,92.0,0.1,9585.266593,2.7,2.9,0.794,14.7
Romania,2014,2209,18952235,Developed,74.8,135.0,2.0,0.01,1.576409172,94.0,59.0,59.9,2.0,94.0,5.57,94.0,0.1,12.27733,2.6,2.8,0.797,14.7
Romania,2015,2228,18863927,Developed,75.0,133.0,2.0,,0.0,9.0,4.0,6.7,2.0,89.0,,89.0,0.1,8958.788593,2.5,2.7,0.798,14.7
Russian Federation,2005,45802,136162191,Developing,65.0,327.0,18.0,11.57,625.5081805,97.0,454.0,55.3,20.0,98.0,5.21,98.0,0.3,5323.473877,2.4,2.7,0.748,13.7
Russian Federation,2006,42614,135357462,Developing,66.4,3.0,17.0,11.79,12.25184084,98.0,1147.0,55.7,20.0,98.0,5.3,98.0,0.3,692.194398,2.4,2.7,0.754,13.8
Russian Federation,2007,41149,134778964,Developing,67.3,282.0,16.0,12.19,11.02617159,98.0,173.0,56.1,19.0,98.0,5.38,98.0,0.3,911.25385,2.4,2.6,0.761,13.8
Russian Federation,2008,38211,134385949,Developing,67.5,278.0,16.0,12.04,161.7301654,98.0,27.0,56.6,18.0,98.0,6.22,98.0,0.3,11635.2637,2.3,2.5,0.769,13.9
Russian Federation,2009,37408,134085433,Developing,68.2,261.0,15.0,11.21,137.0063357,98.0,101.0,57.0,18.0,98.0,7.44,98.0,0.3,8562.89598,2.3,2.5,0.776,14.0
Russian Federation,2010,33356,134865987,Developing,68.4,256.0,15.0,11.05,162.8088054,97.0,129.0,57.5,17.0,98.0,6.83,97.0,0.2,1674.98771,2.3,2.5,0.773,13.7
Russian Federation,2011,31038,134745874,Developing,69.4,242.0,14.0,11.04,184.764931,97.0,629.0,58.1,17.0,97.0,6.61,97.0,0.3,14212.687,2.3,2.4,0.785,14.0
Russian Federation,2012,29643,134668522,Developing,69.6,237.0,14.0,10.99,178.8225911,97.0,2123.0,58.7,16.0,98.0,6.88,97.0,0.3,15154.45687,2.3,2.4,0.792,14.3
Russian Federation,2013,28690,134713962,Developing,70.0,229.0,14.0,10.58,1529.497771,97.0,2339.0,59.3,16.0,98.0,7.9,97.0,0.2,15543.67653,2.3,2.3,0.799,14.6
Russian Federation,2014,26541,134713962,Developing,73.0,225.0,13.0,10.12,1340.553699,97.0,4711.0,59.9,15.0,97.0,7.7,97.0,0.1,14125.961,2.3,2.3,0.803,14.9
Russian Federation,2015,25432,137018943,Developing,75.0,222.0,13.0,,0.0,97.0,843.0,6.5,15.0,97.0,,97.0,0.1,9329.298351,2.3,2.3,0.805,15.0
Saint Lucia,2005,4,151169,Developing,73.1,16.0,0.0,12.32,0.0,95.0,0.0,39.6,0.0,95.0,6.25,95.0,0.2,,4.4,4.4,0.689,12.2
Saint Lucia,2006,2,153460,Developing,73.5,155.0,0.0,13.45,0.0,85.0,0.0,4.4,0.0,85.0,6.37,85.0,0.1,,4.3,4.4,0.694,12.4
Saint Lucia,2008,0,157876,Developing,74.1,149.0,0.0,12.09,0.0,96.0,0.0,42.2,0.0,96.0,7.43,96.0,0.1,,4.3,4.4,0.71,12.6
Saint Lucia,2009,13,159820,Developing,74.3,147.0,0.0,11.09,0.0,95.0,0.0,43.0,0.0,95.0,8.12,95.0,0.1,,4.3,4.4,0.717,12.7
Saint Lucia,2010,4,161503,Developing,74.2,147.0,0.0,10.87,0.0,97.0,0.0,43.8,0.0,97.0,8.1,97.0,0.1,,4.3,4.3,0.724,12.8
Saint Lucia,2011,8,162892,Developing,74.6,143.0,0.0,10.43,0.0,99.0,0.0,44.5,0.0,99.0,7.58,99.0,0.1,,4.3,4.3,0.733,12.9
Saint Lucia,2012,10,163940,Developing,74.7,142.0,0.0,9.99,0.0,98.0,0.0,45.2,0.0,98.0,8.35,98.0,0.1,,4.3,4.3,0.735,13.0
Saint Lucia,2013,14,164790,Developing,74.8,141.0,0.0,9.73,0.0,99.0,0.0,45.9,0.0,99.0,7.85,99.0,0.1,,4.3,4.3,0.734,13.1
Saint Lucia,2014,14,165596,Developing,75.0,139.0,0.0,9.97,0.0,99.0,0.0,46.7,0.0,99.0,6.72,99.0,0.1,,4.3,4.3,0.723,13.1
Serbia,2005,1437,7058982,Developing,73.0,135.0,1.0,9.6,503.1115947,65.0,2.0,53.9,1.0,98.0,8.7,98.0,0.1,3528.1318,2.5,2.6,0.73,13.2
Serbia,2006,1443,7031811,Developing,73.6,133.0,1.0,8.58,541.8243468,93.0,2.0,54.5,1.0,97.0,8.99,92.0,0.1,4129.758741,2.5,2.5,0.739,13.4
Serbia,2007,1353,7009610,Developing,73.8,132.0,1.0,9.3,772.8700353,99.0,201.0,55.1,1.0,93.0,1.2,94.0,0.1,5458.121718,2.4,2.4,0.743,13.5
Serbia,2008,1289,6988532,Developing,74.0,132.0,1.0,9.54,96.33237912,93.0,2.0,55.8,1.0,95.0,1.5,95.0,0.1,671.773913,2.3,2.4,0.749,13.5
Serbia,2009,1373,6968240,Developing,74.1,131.0,1.0,9.85,820.8109098,93.0,1.0,56.4,1.0,97.0,9.9,95.0,0.1,5821.35397,2.3,2.3,0.754,13.6
Serbia,2010,1207,6944871,Developing,74.4,128.0,1.0,9.65,774.4396617,89.0,20.0,57.0,1.0,91.0,1.9,91.0,0.1,5411.87744,2.2,2.3,0.755,13.6
Serbia,2011,1256,6900027,Developing,74.6,127.0,1.0,9.56,915.3190791,94.0,370.0,57.7,1.0,94.0,9.72,94.0,0.1,6423.291783,2.2,2.2,0.757,13.5
Serbia,2012,1243,6867174,Developing,74.9,126.0,1.0,9.38,742.5109709,97.0,0.0,58.3,1.0,93.0,9.89,91.0,0.1,5659.3824,2.1,2.1,0.767,14.0
Serbia,2013,1197,6832840,Developing,75.3,122.0,1.0,9.16,880.6403367,91.0,1.0,58.9,1.0,97.0,1.12,95.0,0.1,6353.826383,2.1,2.1,0.766,14.1
Serbia,2014,1134,6801810,Developing,75.4,123.0,1.0,9.09,8.617208431,92.0,37.0,59.4,1.0,93.0,1.37,93.0,0.1,62.173221,2.1,2.1,0.771,14.3
Serbia,2015,1062,6766406,Developing,75.6,121.0,1.0,,0.0,94.0,383.0,6.0,1.0,95.0,,95.0,0.1,5237.255334,2.0,2.0,0.775,14.4
Seychelles,2005,5,80900,Developing,72.2,185.0,0.0,7.82,21.4653132,99.0,0.0,3.1,0.0,99.0,3.91,99.0,0.1,1192.5174,6.0,6.4,0.712,12.1
Seychelles,2006,8,81691,Developing,72.2,185.0,0.0,8.12,102.373909,99.0,10.0,3.7,0.0,99.0,3.73,99.0,0.1,1214.39987,5.9,6.3,0.728,13.1
Seychelles,2007,6,82331,Developing,72.2,185.0,0.0,8.12,916.4741775,99.0,1.0,31.2,0.0,99.0,3.3,99.0,0.1,12154.82994,5.9,6.3,0.733,13.1
Seychelles,2008,4,82900,Developing,72.2,184.0,0.0,6.33,701.8526364,99.0,0.0,31.8,0.0,99.0,2.64,99.0,0.1,11122.8627,5.9,6.3,0.739,13.2
Seychelles,2009,4,83429,Developing,72.3,182.0,0.0,4.94,75.2256582,99.0,0.0,32.4,0.0,99.0,2.64,99.0,0.1,976.9566,5.8,6.2,0.739,13.2
Seychelles,2010,6,83885,Developing,72.4,18.0,0.0,6.51,16.49232317,99.0,0.0,33.5,0.0,99.0,3.59,99.0,0.1,184.68447,5.8,6.2,0.74,13.2
Seychelles,2011,5,80717,Developing,72.6,177.0,0.0,9.72,1121.475547,99.0,0.0,34.2,0.0,99.0,3.38,99.0,0.1,12189.9516,5.7,6.1,0.744,13.3
Seychelles,2012,3,81224,Developing,72.7,174.0,0.0,0.01,177.2633961,99.0,0.0,34.8,0.0,98.0,4.8,98.0,0.1,12845.17363,5.7,6.1,0.755,13.5
Seychelles,2013,9,82541,Developing,72.9,172.0,0.0,0.01,1521.672751,99.0,0.0,35.5,0.0,98.0,3.58,98.0,0.1,15687.34795,5.7,6.1,0.762,13.5
Seychelles,2014,4,83845,Developing,73.0,17.0,0.0,0.01,151.1045552,99.0,0.0,36.2,0.0,99.0,3.37,99.0,0.1,1557.77892,5.7,6.0,0.766,13.2
Seychelles,2015,7,85949,Developing,73.2,168.0,0.0,,0.0,98.0,0.0,37.4,0.0,97.0,,97.0,0.1,1539.464,5.7,6.0,0.781,14.1
Singapore,2005,359,3342400,Developed,82.0,69.0,0.0,1.49,2356.731479,96.0,33.0,3.2,0.0,96.0,3.74,96.0,0.1,29869.85398,2.1,2.0,0.821,12.6
Singapore,2006,372,3411900,Developed,87.0,66.0,0.0,1.55,2639.376955,95.0,23.0,3.5,0.0,95.0,3.66,95.0,0.1,33579.85948,2.1,2.0,0.839,13.9
Singapore,2007,328,3389600,Developed,81.1,65.0,0.0,1.6,3082.973535,96.0,15.0,3.9,0.0,97.0,3.46,97.0,0.1,39223.58187,2.1,2.0,0.873,14.1
Singapore,2008,319,3448900,Developed,81.4,64.0,0.0,1.7,3404.13099,97.0,18.0,31.2,0.0,97.0,3.91,97.0,0.1,39721.4818,2.1,2.1,0.88,14.2
Singapore,2009,349,3536100,Developed,81.7,62.0,0.0,1.73,462.9306986,96.0,16.0,31.5,0.0,97.0,4.27,97.0,0.1,38577.55822,2.1,2.1,0.887,14.4
Singapore,2010,296,3576800,Developed,82.0,61.0,0.0,1.84,4540.543752,96.0,50.0,31.8,0.0,96.0,3.96,96.0,0.1,46569.67951,2.1,2.1,0.889,14.5
Singapore,2011,308,3600900,Developed,82.2,6.0,0.0,1.8,638.0001097,96.0,148.0,32.1,0.0,96.0,3.93,96.0,0.1,53166.67581,2.1,2.1,0.911,15.2
Singapore,2012,392,3631600,Developed,82.5,59.0,0.0,1.89,6041.858981,97.0,42.0,32.4,0.0,97.0,4.22,97.0,0.1,54431.16199,2.2,2.1,0.917,15.4
Singapore,2013,357,3661456,Developed,82.7,57.0,0.0,1.83,714.3441019,97.0,138.0,32.7,0.0,97.0,4.53,97.0,0.1,5629.18914,2.2,2.2,0.92,15.4
Singapore,2014,355,3689370,Developed,82.9,56.0,0.0,1.83,7971.646361,96.0,0.0,32.9,0.0,96.0,4.92,96.0,0.1,56336.7234,2.2,2.2,0.922,15.4
Singapore,2015,329,3719115,Developed,83.1,55.0,0.0,1.79,0.0,96.0,0.0,33.2,0.0,96.0,,96.0,0.1,53629.73746,2.2,2.2,0.924,15.4
Slovakia,2005,679,5126946,Developed,74.0,141.0,0.0,10.81,0.0,99.0,0.0,53.1,0.0,99.0,7.4,99.0,0.1,,1.4,1.5,0.784,14.0
Slovakia,2006,0,5129369,Developed,74.3,138.0,0.0,10.28,0.0,99.0,0.0,53.7,0.0,99.0,7.35,99.0,0.1,,1.4,1.5,0.793,14.3
Slovakia,2007,0,5132660,Developed,74.4,14.0,0.0,10.58,0.0,99.0,0.0,54.2,0.0,99.0,7.76,99.0,0.1,,1.3,1.4,0.802,14.5
Slovakia,2008,591,5137067,Developed,74.7,136.0,0.0,11.37,0.0,99.0,0.0,54.8,0.0,99.0,8.2,99.0,0.1,,1.3,1.4,0.813,14.8
Slovakia,2009,601,5141744,Developed,75.0,131.0,0.0,10.63,0.0,99.0,0.0,55.3,0.0,99.0,9.15,99.0,0.1,,1.3,1.4,0.82,14.9
Slovakia,2010,631,5147562,Developed,75.1,124.0,0.0,10.13,0.0,99.0,0.0,55.9,0.0,99.0,8.51,99.0,0.1,,1.3,1.3,0.822,15.0
Slovakia,2012,571,5116922,Developed,75.8,118.0,0.0,10.12,0.0,99.0,0.0,57.2,0.0,99.0,8.15,99.0,0.1,,1.2,1.3,0.835,15.0
Slovakia,2013,616,5122209,Developed,76.1,114.0,0.0,9.89,0.0,98.0,0.0,57.8,0.0,98.0,8.0,98.0,0.1,,1.2,1.3,0.838,15.0
Slovakia,2014,554,5129686,Developed,76.4,113.0,0.0,10.6,0.0,97.0,0.0,58.4,0.0,97.0,8.5,97.0,0.1,,1.2,1.2,0.841,15.1
Slovenia,2005,503,1911817,Developed,77.5,14.0,0.0,11.14,2503.714258,,0.0,54.1,0.0,95.0,8.5,95.0,0.1,18169.1891,1.9,2.0,0.853,16.3
Slovenia,2006,529,1918570,Developed,78.1,17.0,0.0,12.26,2724.17807,,0.0,54.7,0.0,97.0,8.42,97.0,0.1,19726.1265,1.8,1.9,0.858,16.7
Slovenia,2007,434,1927332,Developed,78.3,12.0,0.0,11.02,3256.724028,,0.0,55.2,0.0,97.0,7.98,97.0,0.1,23841.31792,1.8,1.8,0.865,16.8
Slovenia,2008,408,1943758,Developed,78.9,96.0,0.0,10.94,392.9588536,,0.0,55.8,0.0,97.0,8.47,97.0,0.1,2751.8127,1.7,1.7,0.869,16.9
Slovenia,2009,447,1942037,Developed,79.1,9.0,0.0,10.52,3505.389434,,0.0,56.4,0.0,96.0,9.38,96.0,0.1,24633.79785,1.7,1.7,0.873,16.9
Slovenia,2010,414,1944774,Developed,79.5,87.0,0.0,10.32,3187.496219,,2.0,57.0,0.0,96.0,9.7,96.0,0.1,23437.4722,1.6,1.6,0.872,16.9
Slovenia,2011,435,1944561,Developed,79.8,84.0,0.0,10.61,3343.026219,,22.0,57.6,0.0,96.0,9.8,96.0,0.1,24985.24827,1.6,1.6,0.876,17.0
Slovenia,2012,440,1945988,Developed,82.0,81.0,0.0,10.95,3283.024864,,2.0,58.2,0.0,96.0,9.37,96.0,0.1,22486.47167,1.5,1.5,0.877,16.8
Slovenia,2013,446,1948276,Developed,85.0,78.0,0.0,9.53,259.7786785,,1.0,58.9,0.0,95.0,9.29,95.0,0.1,2315.31799,1.4,1.4,0.878,16.8
Slovenia,2014,388,1951786,Developed,87.0,76.0,0.0,10.46,31.13492794,,52.0,59.5,0.0,95.0,9.23,95.0,0.1,242.67286,1.4,1.4,0.888,17.6
Slovenia,2015,422,1954632,Developed,88.0,74.0,0.0,,0.0,,18.0,6.1,0.0,95.0,,95.0,0.1,2729.86383,1.4,1.3,0.888,17.3
South Africa,2005,458,43566107,Developing,53.8,498.0,55.0,8.69,709.3170967,79.0,615.0,43.6,84.0,75.0,7.77,79.0,29.5,5414.634326,11.6,13.9,0.609,12.9
South Africa,2006,514,44079057,Developing,54.0,496.0,54.0,8.5,732.1255305,83.0,81.0,44.3,82.0,79.0,7.57,82.0,28.1,5631.73485,1.6,12.8,0.609,12.9
South Africa,2007,417,44577435,Developing,54.5,486.0,51.0,8.48,805.490079,83.0,31.0,45.0,79.0,79.0,7.53,82.0,26.4,6125.39984,9.7,11.7,0.612,12.9
South Africa,2008,441,43680586,Developing,55.3,473.0,50.0,8.19,780.0336423,76.0,39.0,45.7,75.0,77.0,7.75,79.0,23.5,5786.59972,8.9,1.7,0.616,12.9
South Africa,2009,372,45607048,Developing,56.5,449.0,46.0,7.6,782.5987144,74.0,5857.0,46.4,70.0,75.0,8.39,76.0,19.0,5888.6284,8.1,9.8,0.622,12.8
South Africa,2010,393,46176200,Developing,58.0,428.0,43.0,7.28,1038.885632,71.0,12499.0,47.2,62.0,72.0,8.5,72.0,11.0,7362.76139,7.3,8.9,0.63,12.8
South Africa,2011,358,46806739,Developing,58.9,413.0,43.0,7.38,123.753335,76.0,92.0,47.9,58.0,69.0,8.61,69.0,8.5,849.954224,6.6,8.0,0.638,12.8
South Africa,2012,487,47484256,Developing,59.2,48.0,43.0,7.38,1089.954838,68.0,32.0,48.7,56.0,65.0,8.79,65.0,7.6,7548.163698,6.0,7.3,0.644,12.8
South Africa,2013,587,48192699,Developing,69.0,371.0,43.0,7.34,978.5905287,7.0,25.0,49.5,54.0,73.0,8.78,73.0,4.5,6876.953821,5.4,6.5,0.652,12.8
South Africa,2014,580,48912129,Developing,62.0,347.0,42.0,7.38,922.0507313,8.0,66.0,5.3,52.0,77.0,8.8,77.0,3.7,6479.625659,4.9,5.9,0.66,13.0
South Africa,2015,482,49627460,Developing,62.9,328.0,42.0,,0.0,75.0,17.0,51.1,52.0,75.0,,75.0,3.6,5769.77258,4.4,5.3,0.665,13.0
Spain,2005,3399,41195479,Developed,81.0,77.0,2.0,11.92,405.4475981,96.0,22.0,6.5,2.0,96.0,8.12,96.0,0.1,2651.71745,0.6,0.5,0.837,15.8
Spain,2006,3247,41808848,Developed,88.0,73.0,2.0,11.86,4460.390006,97.0,362.0,61.1,2.0,98.0,8.23,98.0,0.1,28482.6948,0.6,0.5,0.844,15.9
Spain,2007,3264,42547327,Developed,89.0,72.0,2.0,11.05,510.9327012,96.0,267.0,61.7,2.0,96.0,8.36,96.0,0.1,3279.414,0.6,0.5,0.849,16.0
Spain,2008,3457,43199484,Developed,81.3,7.0,2.0,10.24,5596.535203,97.0,297.0,62.3,2.0,97.0,8.8,97.0,0.1,35578.73619,0.6,0.5,0.854,16.1
Spain,2009,3429,43490086,Developed,81.6,66.0,2.0,9.99,5047.254058,96.0,41.0,62.9,2.0,96.0,9.52,96.0,0.1,32333.4661,0.6,0.5,0.858,16.3
Spain,2010,3158,43595356,Developed,81.9,64.0,1.0,9.78,578.7417172,97.0,302.0,63.5,2.0,97.0,9.56,97.0,0.1,3736.228,0.6,0.5,0.86,16.4
Spain,2011,3180,43642571,Developed,82.1,63.0,1.0,9.62,4873.8188,97.0,3802.0,64.1,2.0,97.0,9.48,97.0,0.1,31834.21816,0.6,0.5,0.867,16.9
Spain,2012,3539,44318859,Developed,82.0,61.0,1.0,9.35,4255.781693,96.0,1204.0,64.8,2.0,97.0,9.39,97.0,0.1,28562.29324,0.6,0.5,0.871,17.2
Spain,2013,3873,44227625,Developed,82.4,6.0,1.0,9.25,423.680459,95.0,131.0,65.4,2.0,96.0,9.1,96.0,0.1,2921.9342,0.6,0.5,0.874,17.5
Spain,2014,3911,44172771,Developed,82.6,58.0,1.0,0.01,42.98847625,96.0,154.0,66.0,1.0,97.0,9.3,97.0,0.1,296.47225,0.6,0.5,0.877,17.6
Spain,2015,3604,44186528,Developed,82.8,56.0,1.0,,0.0,97.0,115.0,66.6,1.0,97.0,,97.0,0.1,25683.84565,0.6,0.5,0.882,17.7
Sri Lanka,2006,4015,17891558,Developing,73.8,145.0,4.0,1.96,120.2471713,98.0,0.0,17.2,5.0,98.0,4.6,98.0,0.1,1448.7611,15.4,15.5,0.718,13.1
Suriname,2005,72,447445,Developing,68.9,25.0,0.0,4.47,418.9206608,83.0,0.0,51.1,0.0,84.0,6.78,83.0,0.6,3595.8855,3.5,3.4,0.672,11.3
Suriname,2006,112,453293,Developing,69.3,199.0,0.0,4.52,72.800168,84.0,0.0,51.8,0.0,84.0,6.22,84.0,0.6,527.92,3.5,3.4,0.678,11.5
